Geneid	Length	gene_name
ENSG00000179743.4	2473	FLJ37453
ENSG00000065526.12	14336	SPEN
ENSG00000116809.12	4240	ZBTB17
ENSG00000183888.4	3039	SRARP
ENSG00000142627.13	4141	EPHA2
ENSG00000288398.1	2662	RP4-733M16.8
ENSG00000132881.12	1574	CPLANE2
ENSG00000037637.11	9009	FBXO42
ENSG00000055070.17	4742	SZRD1
ENSG00000157191.20	5510	NECAP2
ENSG00000226029.1	3245	LINC01772
ENSG00000080947.15	6905	CROCCP3
ENSG00000206652.1	164	RNU1-1
ENSG00000219481.10	12212	NBPF1
ENSG00000215908.10	5606	CROCCP2
ENSG00000207513.1	164	RNU1-3
ENSG00000058453.17	8875	CROCC
ENSG00000207389.1	164	RNU1-4
ENSG00000207005.1	164	RNU1-2
ENSG00000159363.19	5253	ATP13A2
ENSG00000117118.10	2324	SDHB
ENSG00000179051.14	4079	RCC2
ENSG00000074964.17	7954	ARHGEF10L
ENSG00000159423.17	3632	ALDH4A1
ENSG00000169991.11	6179	IFFO2
ENSG00000272084.1	3402	RP5-1126H10.2
ENSG00000127481.15	24661	UBR4
ENSG00000127463.15	9602	EMC1
ENSG00000053372.5	2556	MRTO4
ENSG00000211454.15	2768	AKR7L
ENSG00000270728.1	525	RP4-657E11.10
ENSG00000053371.13	1779	AKR7A2
ENSG00000040487.13	2686	SLC66A1
ENSG00000077549.19	19094	CAPZB
ENSG00000173436.15	5480	MICOS10
ENSG00000158747.15	3448	NBL1
ENSG00000162542.14	4027	TMCO4
ENSG00000169914.6	6885	OTUD3
ENSG00000158816.16	11045	VWA5B1
ENSG00000162545.6	2605	CAMK2N1
ENSG00000090432.7	2428	MUL1
ENSG00000158828.8	4833	PINK1
ENSG00000117242.7	4443	PINK1-AS
ENSG00000244038.11	2721	DDOST
ENSG00000189410.12	4487	SH2D5
ENSG00000127483.19	9815	HP1BP3
ENSG00000075151.23	11125	EIF4G3
ENSG00000287192.1	1111	RP3-329E20.3
ENSG00000117298.16	7308	ECE1
ENSG00000142794.19	6812	NBPF3
ENSG00000090686.16	9497	USP48
ENSG00000142798.20	18118	HSPG2
ENSG00000218510.9	3764	LINC00339
ENSG00000070831.17	16278	CDC42
ENSG00000285794.1	222	RP1-224A6.10
ENSG00000184677.18	9169	ZBTB40
ENSG00000133216.17	12516	EPHB2
ENSG00000004487.17	5440	KDM1A
ENSG00000169641.13	9658	LUZP1
ENSG00000284726.1	604	RP5-1057J7.8
ENSG00000125944.21	8704	HNRNPR
ENSG00000125945.15	4786	ZNF436
ENSG00000088280.19	4988	ASAP3
ENSG00000007968.7	5462	E2F2
ENSG00000117318.9	1496	ID3
ENSG00000142676.14	2659	RPL11
ENSG00000236810.6	3086	ELOA-AS1
ENSG00000011007.12	5391	ELOA
ENSG00000057757.10	2173	PITHD1
ENSG00000011009.11	2021	LYPLA2
ENSG00000117308.15	3955	GALE
ENSG00000117305.15	5628	HMGCL
ENSG00000179163.12	2043	FUCA1
ENSG00000188822.8	5265	CNR2
ENSG00000189266.13	2763	PNRC2
ENSG00000188529.15	11860	SRSF10
ENSG00000185436.12	4940	IFNLR1
ENSG00000001460.18	8511	STPG1
ENSG00000001461.17	9396	NIPAL3
ENSG00000117602.13	7138	RCAN3
ENSG00000184454.7	4146	NCMAP
ENSG00000133226.17	7922	SRRM1
ENSG00000169504.15	4467	CLIC4
ENSG00000231953.2	988	RP4-706G24.1
ENSG00000117614.10	3773	SYF2
ENSG00000284602.1	2190	RP3-465N24.7
ENSG00000117616.18	6730	RSRP1
ENSG00000187010.21	3313	RHD
ENSG00000183726.11	3010	TMEM50A
ENSG00000204178.11	3979	MACO1
ENSG00000157978.12	5371	LDLRAP1
ENSG00000117643.15	9702	MAN1C1
ENSG00000162430.18	4403	SELENON
ENSG00000117640.18	5797	MTFR1L
ENSG00000127423.11	2408	AUNIP
ENSG00000182749.6	3244	PAQR7
ENSG00000117632.23	6247	STMN1
ENSG00000158006.14	3795	PAFAH2
ENSG00000175087.10	4560	PDIK1L
ENSG00000142684.9	732	ZNF593
ENSG00000236155.6	3191	ZPLD2P
ENSG00000130695.16	5145	CEP85
ENSG00000142669.15	876	SH3BGRL3
ENSG00000158062.20	4704	UBXN11
ENSG00000131914.11	3975	LIN28A
ENSG00000117682.17	5608	DHDDS
ENSG00000198830.11	3189	HMGN2
ENSG00000117676.14	5884	RPS6KA1
ENSG00000117713.20	15939	ARID1A
ENSG00000060642.11	5872	PIGV
ENSG00000204160.12	5460	ZDHHC18
ENSG00000142751.15	4966	GPN2
ENSG00000198746.13	2226	GPATCH3
ENSG00000090273.14	2848	NUDC
ENSG00000253368.4	1979	TRNP1
ENSG00000090020.11	6195	SLC9A1
ENSG00000142784.16	5911	WDTC1
ENSG00000186501.15	4476	TMEM222
ENSG00000142765.18	5584	SYTL1
ENSG00000142733.17	5746	MAP3K6
ENSG00000181773.7	2137	GPR3
ENSG00000158195.11	5681	WASF2
ENSG00000126705.15	8297	AHDC1
ENSG00000126709.16	936	IFI6
ENSG00000009780.16	4046	FAM76A
ENSG00000117758.14	3801	STX12
ENSG00000117751.18	2815	PPP1R8
ENSG00000117748.10	1981	RPA2
ENSG00000158156.9	5180	XKR8
ENSG00000158161.16	6424	EYA3
ENSG00000169403.12	4208	PTAFR
ENSG00000126698.11	2892	DNAJC8
ENSG00000130770.18	2225	ATP5IF1
ENSG00000270605.1	1945	RP5-1092A3.4
ENSG00000130766.5	3462	SESN2
ENSG00000130772.14	2017	MED18
ENSG00000204138.13	7317	PHACTR4
ENSG00000180198.17	3888	RCC1
ENSG00000242125.3	4088	SNHG3
ENSG00000274266.1	206	SNORA73A
ENSG00000200087.1	204	SNORA73B
ENSG00000231468.2	611	PRDX3P2
ENSG00000279443.1	2083	RP4-669K10.8
ENSG00000180098.9	4311	TRNAU1AP
ENSG00000197989.14	4266	SNHG12
ENSG00000120656.13	2337	TAF12
ENSG00000188060.8	2301	RAB42
ENSG00000270103.3	131	RNU11
ENSG00000162419.13	6413	GMEB1
ENSG00000198492.16	3729	YTHDF2
ENSG00000159023.22	19993	EPB41
ENSG00000253304.2	2606	TMEM200B
ENSG00000116350.17	8806	SRSF4
ENSG00000116353.16	4138	MECR
ENSG00000162512.16	7065	SDC3
ENSG00000266210.2	267	RN7SL371P
ENSG00000134644.16	6621	PUM1
ENSG00000060688.13	3887	SNRNP40
ENSG00000121766.16	1921	ZCCHC17
ENSG00000168528.12	3452	SERINC2
ENSG00000284543.1	9848	LINC01226
ENSG00000162517.13	2223	PEF1
ENSG00000084636.18	9253	COL16A1
ENSG00000121753.13	7756	ADGRB2
ENSG00000134668.12	7085	SPOCD1
ENSG00000203620.2	2257	RP11-84A19.2
ENSG00000184007.22	6708	PTP4A2
ENSG00000284702.1	1873	RP4-534N18.4
ENSG00000121774.18	3544	KHDRBS1
ENSG00000203325.3	624	RP11-277A4.4
ENSG00000121775.18	2787	TMEM39B
ENSG00000025800.14	7457	KPNA6
ENSG00000084652.16	5114	TXLNA
ENSG00000160050.16	3873	CCDC28B
ENSG00000160051.12	2463	IQCC
ENSG00000160055.20	3571	TMEM234
ENSG00000084623.12	9756	EIF3I
ENSG00000220785.7	2961	MTMR9LP
ENSG00000182866.17	3339	LCK
ENSG00000116478.12	3966	HDAC1
ENSG00000175130.7	1546	MARCKSL1
ENSG00000162526.7	1849	TSSK3
ENSG00000225828.1	2845	FAM229A
ENSG00000160058.19	6741	BSDC1
ENSG00000273274.2	12831	ZBTB8B
ENSG00000160062.15	7077	ZBTB8A
ENSG00000176261.16	3531	ZBTB8OS
ENSG00000162521.19	9470	RBBP4
ENSG00000162520.15	3722	SYNC
ENSG00000162522.11	6020	KIAA1522
ENSG00000134684.12	9124	YARS1
ENSG00000116497.18	9190	S100PBP
ENSG00000121900.19	1417	TMEM54
ENSG00000116514.17	2734	RNF19B
ENSG00000004455.17	9625	AK2
ENSG00000142920.17	9581	AZIN2
ENSG00000116525.14	3976	TRIM62
ENSG00000279179.1	3448	RP11-131M11.3
ENSG00000284721.1	1947	RP11-131M11.4
ENSG00000160094.15	3384	ZNF362
ENSG00000225313.5	4015	RP11-415J8.3
ENSG00000134686.19	5018	PHC2
ENSG00000121903.15	10444	ZSCAN20
ENSG00000163866.9	10337	SMIM12
ENSG00000243749.1	922	TMEM35B
ENSG00000163867.17	9568	ZMYM6
ENSG00000197056.11	5205	ZMYM1
ENSG00000116560.11	7419	SFPQ
ENSG00000146463.12	7905	ZMYM4
ENSG00000278702.1	323	Metazoa_SRP
ENSG00000142687.18	9619	KIAA0319L
ENSG00000020129.16	4917	NCDN
ENSG00000126067.12	4528	PSMB2
ENSG00000142686.8	3049	C1orf216
ENSG00000092853.14	9591	CLSPN
ENSG00000134698.11	7423	AGO4
ENSG00000092847.13	13890	AGO1
ENSG00000286899.1	1802	RP4-789D17.6
ENSG00000126070.20	21153	AGO3
ENSG00000116863.11	1651	ADPRS
ENSG00000054116.12	3527	TRAPPC3
ENSG00000116871.16	5271	MAP7D1
ENSG00000054118.15	4720	THRAP3
ENSG00000214193.11	8142	SH3D21
ENSG00000142694.7	1242	EVA1B
ENSG00000196182.11	5618	STK40
ENSG00000181817.6	1506	LSM10
ENSG00000116898.12	2863	MRPS15
ENSG00000223944.2	3153	RP5-1180C18.1
ENSG00000233621.2	3019	LINC01137
ENSG00000163874.11	3091	ZC3H12A
ENSG00000163875.16	6061	MEAF6
ENSG00000163877.11	5718	SNIP1
ENSG00000134697.13	5747	GNL2
ENSG00000116922.15	4443	C1orf109
ENSG00000134690.11	2406	CDCA8
ENSG00000183317.17	8152	EPHA10
ENSG00000185090.15	2973	MANEAL
ENSG00000196449.4	1848	YRDC
ENSG00000197982.14	2231	C1orf122
ENSG00000188786.10	7989	MTF1
ENSG00000204084.13	8930	INPP5B
ENSG00000277168.1	273	Metazoa_SRP
ENSG00000183431.12	3894	SF3A3
ENSG00000183386.10	2004	FHL3
ENSG00000183520.12	3381	UTP11
ENSG00000116954.8	5116	RRAGC
ENSG00000228436.3	2004	RP5-864K19.4
ENSG00000214114.9	2773	MYCBP
ENSG00000158315.11	2826	RHBDL2
ENSG00000174574.16	2688	AKIRIN1
ENSG00000168653.11	548	NDUFS5
ENSG00000127603.31	42738	MACF1
ENSG00000183682.8	5636	BMP8A
ENSG00000243970.3	5416	PPIEL
ENSG00000090621.15	10274	PABPC4
ENSG00000228060.3	1408	PABPC4-AS1
ENSG00000116981.4	9068	NT5C1A
ENSG00000084072.17	11124	PPIE
ENSG00000043514.17	6533	TRIT1
ENSG00000168389.18	4007	MFSD2A
ENSG00000131236.18	3814	CAP1
ENSG00000131238.18	3372	PPT1
ENSG00000117000.9	6232	RLF
ENSG00000084073.10	4022	ZMPSTE24
ENSG00000084070.12	3601	SMAP2
ENSG00000187801.15	2566	ZFP69B
ENSG00000117010.17	3101	ZNF684
ENSG00000066136.20	5990	NFYC
ENSG00000171793.16	11164	CTPS1
ENSG00000281207.1	4800	SLFNL1-AS1
ENSG00000010803.16	4447	SCMH1
ENSG00000287400.1	4437	RP11-399E6.6
ENSG00000127124.16	14625	HIVEP3
ENSG00000198815.9	6896	FOXJ3
ENSG00000127125.9	3412	PPCS
ENSG00000186409.18	25206	CCDC30
ENSG00000171960.12	5095	PPIH
ENSG00000065978.19	3395	YBX1
ENSG00000117385.16	6766	P3H1
ENSG00000164008.16	5286	C1orf50
ENSG00000283580.3	1582	RP5-994D16.12
ENSG00000177868.12	1353	SVBP
ENSG00000164010.15	5720	ERMAP
ENSG00000228192.8	3776	RP11-342M1.3
ENSG00000117394.24	6614	SLC2A1
ENSG00000227533.6	4275	SLC2A1-AS1
ENSG00000117395.13	3561	EBNA1BP2
ENSG00000066056.14	6705	TIE1
ENSG00000117399.14	2012	CDC20
ENSG00000066322.15	2506	ELOVL1
ENSG00000159479.17	2704	MED8
ENSG00000198198.17	26354	SZT2
ENSG00000178922.18	2754	HYI
ENSG00000142949.17	10712	PTPRF
ENSG00000066135.13	5184	KDM4A
ENSG00000236200.6	4217	KDM4A-AS1
ENSG00000126091.21	19448	ST3GAL3
ENSG00000117407.17	2657	ARTN
ENSG00000237950.3	2224	RP11-7O11.9
ENSG00000117408.11	5072	IPO13
ENSG00000132768.14	2930	DPH2
ENSG00000117410.14	3239	ATP6V0B
ENSG00000117411.18	5472	B4GALT2
ENSG00000159214.13	3563	CCDC24
ENSG00000230615.7	10561	RP5-1198O20.4
ENSG00000178028.14	5599	DMAP1
ENSG00000117419.16	2785	ERI3
ENSG00000187147.18	9687	RNF220
ENSG00000126106.14	3561	TMEM53
ENSG00000142945.13	3646	KIF2C
ENSG00000142937.12	2781	RPS8
ENSG00000173846.13	3327	PLK3
ENSG00000222009.8	3520	BTBD19
ENSG00000070785.17	3411	EIF2B3
ENSG00000268949.1	3130	MRPS17P1
ENSG00000126107.15	5072	HECTD3
ENSG00000126088.14	4029	UROD
ENSG00000162415.7	6095	ZSWIM5
ENSG00000132781.20	5811	MUTYH
ENSG00000132773.12	2358	TOE1
ENSG00000070759.17	3319	TESK2
ENSG00000280670.3	2757	CCDC163
ENSG00000132763.15	5049	MMACHC
ENSG00000117450.15	1682	PRDX1
ENSG00000117448.14	3121	AKR1A1
ENSG00000132780.17	8304	NASP
ENSG00000159592.11	7433	GPBP1L1
ENSG00000159596.7	1465	TMEM69
ENSG00000197429.11	3708	IPP
ENSG00000230896.1	598	RP11-767N6.7
ENSG00000086015.22	8062	MAST2
ENSG00000117461.15	7397	PIK3R3
ENSG00000117472.10	2370	TSPAN1
ENSG00000085998.14	6189	POMGNT1
ENSG00000171357.6	1849	LURAP1
ENSG00000085999.13	4078	RAD54L
ENSG00000132128.17	8614	LRRC41
ENSG00000173660.12	1341	UQCRH
ENSG00000117481.11	7856	NSUN4
ENSG00000079277.22	8071	MKNK1
ENSG00000142961.15	5909	MOB3C
ENSG00000123472.12	5677	ATPAF1
ENSG00000159658.15	16312	EFCAB14
ENSG00000225506.2	921	CYP4A22-AS1
ENSG00000123473.17	7821	STIL
ENSG00000162368.14	3851	CMPK1
ENSG00000237424.1	2509	FOXD2-AS1
ENSG00000242267.6	2010	SKINT1L
ENSG00000185104.20	7549	FAF1
ENSG00000123080.12	3018	CDKN2C
ENSG00000203356.2	2366	LINC01562
ENSG00000123091.5	3112	RNF11
ENSG00000233406.5	870	RP11-296A18.5
ENSG00000085832.17	7378	EPS15
ENSG00000117859.19	10273	OSBPL9
ENSG00000078618.22	6773	NRDC
ENSG00000266993.3	1819	RP4-657D16.3
ENSG00000169213.7	12780	RAB3B
ENSG00000117862.13	2864	TXNDC12
ENSG00000198841.4	1708	KTI12
ENSG00000134717.18	5948	BTF3L4
ENSG00000157077.16	7980	ZFYVE9
ENSG00000154222.15	7507	CC2D1B
ENSG00000085840.13	3121	ORC1
ENSG00000134748.13	5617	PRPF38A
ENSG00000134744.14	16199	TUT4
ENSG00000162377.6	4148	COA7
ENSG00000162378.13	8206	ZYG11B
ENSG00000203995.10	4694	ZYG11A
ENSG00000121310.17	11572	ECHDC2
ENSG00000116171.19	8253	SCP2
ENSG00000157184.7	10089	CPT2
ENSG00000162384.14	4504	CZIB
ENSG00000162385.11	1363	MAGOH
ENSG00000157193.18	19668	LRP8
ENSG00000174332.5	3113	GLIS1
ENSG00000058804.12	4720	NDC1
ENSG00000058799.15	2036	YIPF1
ENSG00000081870.12	3006	HSPB11
ENSG00000116212.15	2164	LRRC42
ENSG00000116209.12	9149	TMEM59
ENSG00000280378.1	1755	RP4-758J24.6
ENSG00000116205.14	12168	TCEANC2
ENSG00000279049.1	255	ENSG00000279049
ENSG00000215883.11	8926	CYB5RL
ENSG00000116221.15	2549	MRPL37
ENSG00000157216.16	6954	SSBP3
ENSG00000162390.18	9770	ACOT11
ENSG00000243725.7	3488	TTC4
ENSG00000116133.13	6214	DHCR24
ENSG00000162402.14	12023	USP24
ENSG00000234810.4	8481	RP11-90C4.1
ENSG00000162407.9	5272	PLPP3
ENSG00000162409.11	9362	PRKAA2
ENSG00000162600.12	3718	OMA1
ENSG00000286918.1	1791	RP4-592A1.5
ENSG00000162601.11	13115	MYSM1
ENSG00000283445.1	4739	RP11-63G10.4
ENSG00000177606.8	3624	JUN
ENSG00000237352.4	8462	LINC01358
ENSG00000172456.18	12174	FGGY
ENSG00000226476.6	15496	LINC01748
ENSG00000162599.17	55886	NFIA
ENSG00000237928.6	6214	NFIA-AS2
ENSG00000162604.12	5516	TM2D1
ENSG00000132849.21	11919	PATJ
ENSG00000240563.2	3831	L1TD1
ENSG00000162607.13	3869	USP1
ENSG00000116641.18	24890	DOCK7
ENSG00000125703.15	3116	ATG4C
ENSG00000203605.3	823	RP11-335E6.2
ENSG00000088035.18	5487	ALG6
ENSG00000142856.17	5459	ITGB3BP
ENSG00000203965.13	5704	EFCAB7
ENSG00000079739.17	4077	PGM1
ENSG00000185483.12	6720	ROR1
ENSG00000223949.8	4614	ROR1-AS1
ENSG00000158966.16	7022	CACHD1
ENSG00000162437.14	6070	RAVER2
ENSG00000162434.13	12620	JAK1
ENSG00000226891.9	7863	LINC01359
ENSG00000162433.15	7578	AK4
ENSG00000116675.16	6958	DNAJC6
ENSG00000213625.9	5237	LEPROT
ENSG00000116678.20	11370	LEPR
ENSG00000118473.23	25445	SGIP1
ENSG00000248458.2	1156	RP4-598P13.1
ENSG00000198160.15	8273	MIER1
ENSG00000116704.8	6193	SLC35D1
ENSG00000275678.1	2352	RP4-547N15.3
ENSG00000142864.15	7676	SERBP1
ENSG00000235200.3	948	LINC01702
ENSG00000116717.13	1925	GADD45A
ENSG00000172380.6	4715	GNG12
ENSG00000116729.14	4459	WLS
ENSG00000024526.17	5904	DEPDC1
ENSG00000287453.1	549	RP11-379C1.2
ENSG00000033122.21	30043	LRRC7
ENSG00000066557.6	2843	LRRC40
ENSG00000116754.13	8473	SRSF11
ENSG00000118454.13	6184	ANKRD13C
ENSG00000197568.14	1222	HHLA3
ENSG00000116761.12	2414	CTH
ENSG00000132485.14	4985	ZRANB2
ENSG00000172260.15	13208	NEGR1
ENSG00000233994.2	608	GDI2P2
ENSG00000286863.1	6418	RP4-660H19.2
ENSG00000254685.8	5622	FPGT
ENSG00000116791.14	4085	CRYZ
ENSG00000162623.16	4616	TYW3
ENSG00000117054.15	13774	ACADM
ENSG00000137955.16	5920	RABGGTB
ENSG00000142892.15	5514	PIGK
ENSG00000154027.19	6948	AK5
ENSG00000036549.13	9008	ZZZ3
ENSG00000077254.14	6918	USP33
ENSG00000180488.15	10128	MIGA1
ENSG00000235927.4	2292	NEXN-AS1
ENSG00000162614.19	4436	NEXN
ENSG00000162613.17	7559	FUBP1
ENSG00000162616.9	3702	DNAJB4
ENSG00000122420.10	5764	PTGFR
ENSG00000137965.11	2038	IFI44
ENSG00000162618.15	5798	ADGRL4
ENSG00000117114.20	22649	ADGRL2
ENSG00000236268.6	4746	LINC01361
ENSG00000137941.17	10547	TTLL7
ENSG00000233061.1	2921	TTLL7-IT1
ENSG00000142875.19	6730	PRKACB
ENSG00000117133.11	2290	RPF1
ENSG00000174021.11	1128	GNG5
ENSG00000117151.13	6934	CTBS
ENSG00000117155.17	8563	SSX2IP
ENSG00000097096.9	6405	SYDE2
ENSG00000162642.14	3420	C1orf52
ENSG00000142867.14	4346	BCL10
ENSG00000223653.6	4769	RP11-131L23.1
ENSG00000153904.21	4587	DDAH1
ENSG00000273264.1	366	RP11-131L23.2
ENSG00000282057.1	3607	RP4-621F18.2
ENSG00000142871.18	3698	CCN1
ENSG00000117174.11	6203	ZNHIT6
ENSG00000122417.15	10898	ODF2L
ENSG00000236915.2	2738	CLCA4-AS1
ENSG00000097033.14	6881	SH3GLB1
ENSG00000183291.17	2201	SELENOF
ENSG00000153936.17	7426	HS2ST1
ENSG00000143013.13	5421	LMO4
ENSG00000237505.8	16635	PKN2-AS1
ENSG00000065243.20	6897	PKN2
ENSG00000137947.12	2524	GTF2B
ENSG00000137944.18	2196	KYAT3
ENSG00000213516.10	5087	RBMXL1
ENSG00000117226.12	4284	GBP3
ENSG00000117228.11	6103	GBP1
ENSG00000162654.9	6141	GBP4
ENSG00000284734.1	1602	RP4-620F22.3
ENSG00000183347.15	4685	GBP6
ENSG00000286548.1	6245	RP4-644F6.4
ENSG00000231999.7	11975	LRRC8C-DT
ENSG00000171488.15	11724	LRRC8C
ENSG00000171492.14	4852	LRRC8D
ENSG00000162664.17	10988	ZNF326
ENSG00000233593.10	14354	LINC02609
ENSG00000122482.21	7604	ZNF644
ENSG00000097046.13	3599	CDC7
